Name,Team,Year,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
Jabari Parker,MIL,2016,5.8,11.8,.493,0.1,0.5,.257,5.7,11.4,.502,2.3,3.0,.768,1.6,3.6,1.7,0.9,0.4,1.5,2.0,14.1
Tony Parker,SAS,2016,4.9,9.9,.493,0.4,0.9,.415,4.5,9.0,.501,1.8,2.4,.760,0.2,2.2,5.3,0.8,0.2,1.8,1.6,11.9
Chandler Parsons,DAL,2016,5.2,10.7,.492,1.7,4.1,.414,3.5,6.6,.540,1.5,2.2,.684,0.5,4.2,2.8,0.8,0.3,1.6,1.9,13.7
Lamar Patterson,ATL,2016,0.8,2.3,.350,0.3,1.4,.245,0.5,0.9,.516,0.5,0.6,.727,0.1,1.3,1.1,0.3,0.1,0.7,1.3,2.4
Patrick Patterson,TOR,2016,2.6,6.2,.414,1.3,3.7,.362,1.2,2.5,.490,0.4,0.4,.853,1.0,3.4,1.2,0.7,0.4,0.8,1.6,6.9
Chris Paul,LAC,2016,7.0,15.1,.462,1.6,4.4,.371,5.3,10.6,.501,4.0,4.4,.896,0.5,3.7,10.0,2.1,0.2,2.6,2.5,19.5
Adreian Payne,MIN,2016,1.0,2.8,.366,0.2,0.6,.281,0.8,2.2,.389,0.3,0.5,.654,0.4,1.8,0.6,0.3,0.2,0.7,1.5,2.5
Cameron Payne,OKC,2016,2.0,4.9,.410,0.6,1.9,.324,1.4,2.9,.467,0.3,0.4,.792,0.2,1.3,1.9,0.6,0.1,0.8,1.4,5.0
Elfrid Payton,ORL,2016,4.4,10.0,.436,0.4,1.3,.326,3.9,8.7,.451,1.5,2.6,.589,1.1,2.5,6.4,1.2,0.3,2.4,2.2,10.7
Nikola Pekovi\xc4\x87,MIN,2016,1.6,4.2,.380,0.0,0.0,,1.6,4.2,.380,1.3,1.7,.800,0.6,1.2,0.9,0.1,0.0,0.8,1.8,4.5
Kendrick Perkins,NOP,2016,1.1,2.0,.533,0.0,0.0,,1.1,2.0,.533,0.3,0.7,.440,0.7,2.8,0.8,0.3,0.3,1.1,1.7,2.5
Paul Pierce*,LAC,2016,2.1,5.8,.363,1.1,3.6,.310,1.0,2.3,.445,0.8,1.0,.818,0.2,2.6,1.0,0.5,0.3,0.9,1.9,6.1
Tibor Plei\xc3\x9f,UTA,2016,0.9,2.1,.440,0.0,0.2,.000,0.9,1.9,.478,0.2,0.2,1.000,0.5,0.8,0.2,0.1,0.2,0.7,1.6,2.0
Mason Plumlee,POR,2016,3.3,6.3,.516,0.0,0.0,.000,3.3,6.3,.520,2.6,4.1,.642,2.5,5.2,2.8,0.8,1.0,1.9,3.1,9.1
Miles Plumlee,MIL,2016,2.3,3.8,.601,0.0,0.0,,2.3,3.8,.601,0.6,1.0,.576,1.5,2.3,0.3,0.3,0.8,0.7,1.2,5.1
Otto Porter,WAS,2016,4.5,9.6,.473,1.3,3.6,.367,3.2,6.0,.536,1.3,1.7,.754,1.3,3.9,1.6,1.4,0.4,0.9,2.2,11.6
Bobby Portis,CHI,2016,3.0,7.0,.427,0.3,0.8,.308,2.7,6.2,.443,0.8,1.1,.727,2.0,3.5,0.8,0.4,0.4,0.9,1.6,7.0
Kristaps Porzi\xc5\x86\xc4\xa3is,NYK,2016,5.2,12.3,.421,1.1,3.4,.333,4.1,8.9,.454,2.8,3.3,.838,1.8,5.5,1.3,0.7,1.9,1.7,2.8,14.3
Dwight Powell,DAL,2016,2.1,4.3,.493,0.0,0.2,.125,2.1,4.1,.514,1.5,2.1,.739,1.2,2.7,0.6,0.5,0.3,0.6,1.7,5.8
Norman Powell,TOR,2016,2.0,4.7,.424,0.7,1.8,.404,1.2,2.9,.436,0.9,1.1,.811,0.3,1.9,1.0,0.6,0.2,0.7,1.2,5.6
Phil Pressey,TOT,2016,1.3,3.4,.385,0.2,0.8,.222,1.1,2.6,.433,0.6,1.1,.520,0.1,1.2,3.3,0.8,0.2,1.4,1.2,3.3
Ronnie Price,PHO,2016,1.9,4.9,.384,1.1,3.2,.347,0.8,1.7,.453,0.5,0.7,.756,0.4,1.2,2.4,1.2,0.2,1.1,2.6,5.3
Pablo Prigioni,LAC,2016,0.9,2.5,.374,0.5,1.6,.295,0.5,0.9,.519,0.1,0.1,.875,0.6,1.3,2.2,0.9,0.0,0.8,1.4,2.5
Tayshaun Prince,MIN,2016,1.3,3.0,.445,0.1,0.3,.174,1.3,2.7,.476,0.2,0.2,.684,0.4,1.5,0.9,0.5,0.2,0.4,0.8,2.9
Julius Randle,LAL,2016,4.4,10.3,.429,0.1,0.4,.278,4.3,9.9,.436,2.4,3.3,.715,2.1,8.1,1.8,0.7,0.4,1.8,3.0,11.3
Zach Randolph,MEM,2016,6.3,13.3,.475,0.1,0.4,.231,6.3,13.0,.482,2.5,3.2,.796,2.6,5.1,2.1,0.6,0.2,1.5,2.1,15.3
J.J. Redick,LAC,2016,5.6,11.7,.480,2.7,5.6,.475,3.0,6.1,.484,2.4,2.7,.888,0.1,1.7,1.4,0.6,0.1,1.0,1.8,16.3
Willie Reed,BRK,2016,1.9,3.4,.571,0.0,0.0,,1.9,3.4,.571,0.8,1.4,.545,1.3,1.9,0.3,0.2,0.8,0.4,1.2,4.7
Josh Richardson,MIA,2016,2.4,5.2,.452,1.0,2.2,.461,1.3,3.0,.446,0.8,1.2,.667,0.4,1.7,1.4,0.7,0.5,0.7,2.1,6.6
Austin Rivers,LAC,2016,3.4,7.7,.438,0.9,2.8,.335,2.4,4.9,.495,1.2,1.7,.681,0.3,1.6,1.5,0.7,0.1,0.9,2.0,8.9
Andre Roberson,OKC,2016,1.9,3.9,.496,0.5,1.5,.311,1.5,2.4,.608,0.5,0.8,.611,1.1,2.5,0.7,0.8,0.6,0.5,1.9,4.8
Brian Roberts,TOT,2016,1.5,3.2,.448,0.3,0.8,.357,1.2,2.4,.480,0.8,0.9,.894,0.1,0.7,1.1,0.2,0.0,0.5,0.7,4.0
Glenn Robinson III,IND,2016,1.4,3.4,.430,0.3,0.8,.378,1.1,2.5,.447,0.6,0.9,.692,0.3,1.2,0.6,0.4,0.2,0.4,0.5,3.8
Nate Robinson,NOP,2016,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,2.0,0.5,0.0,0.0,2.5,0.0
Thomas Robinson,BRK,2016,1.8,4.1,.447,0.0,0.0,.000,1.8,4.1,.448,0.7,1.5,.431,1.9,3.1,0.6,0.5,0.5,1.0,1.6,4.3
Rajon Rondo,SAC,2016,4.9,10.9,.454,0.9,2.4,.365,4.1,8.5,.479,1.2,2.1,.580,1.1,5.0,11.7,2.0,0.1,3.9,2.4,11.9
Derrick Rose,CHI,2016,6.8,15.9,.427,0.7,2.3,.293,6.1,13.6,.449,2.2,2.7,.793,0.7,2.7,4.7,0.7,0.2,2.7,1.3,16.4
Terrence Ross,TOR,2016,3.7,8.6,.431,1.8,4.6,.386,1.9,3.9,.484,0.7,0.8,.790,0.3,2.2,0.8,0.7,0.3,0.6,1.6,9.9
Terry Rozier,BOS,2016,0.7,2.7,.274,0.2,0.7,.222,0.6,2.0,.291,0.2,0.3,.800,0.6,1.0,0.9,0.2,0.0,0.5,0.6,1.8
Ricky Rubio,MIN,2016,2.9,7.7,.374,0.8,2.5,.326,2.1,5.2,.396,3.5,4.1,.847,0.5,3.8,8.7,2.1,0.1,2.5,2.6,10.1
Damjan Rude\xc5\xbe,MIN,2016,0.8,1.9,.403,0.5,1.5,.340,0.2,0.4,.667,0.2,0.2,1.000,0.2,0.5,0.3,0.1,0.0,0.4,1.0,2.3
Brandon Rush,GSW,2016,1.5,3.6,.427,0.9,2.2,.414,0.6,1.4,.447,0.3,0.4,.643,0.3,2.2,0.8,0.3,0.3,0.5,0.8,4.2
D\'Angelo Russell,LAL,2016,4.9,12.0,.410,1.6,4.6,.351,3.3,7.3,.447,1.8,2.4,.737,0.6,2.8,3.3,1.2,0.2,2.5,1.8,13.2
Robert Sacre,LAL,2016,1.2,3.0,.413,0.0,0.0,,1.2,3.0,.413,1.0,1.5,.658,1.3,1.6,0.6,0.2,0.4,0.5,1.7,3.5
JaKarr Sampson,TOT,2016,1.9,4.3,.442,0.2,0.9,.222,1.7,3.5,.496,1.1,1.7,.656,0.6,2.0,0.6,0.3,0.5,1.0,1.9,5.1
Dennis Schr\xc3\xb6der,ATL,2016,4.1,9.8,.421,1.0,3.0,.322,3.2,6.8,.465,1.8,2.3,.791,0.3,2.2,4.4,0.9,0.1,2.3,1.7,11.0
Luis Scola,TOR,2016,3.5,7.9,.450,0.9,2.1,.404,2.7,5.8,.467,0.8,1.1,.726,1.1,3.6,0.9,0.6,0.4,0.9,2.3,8.7
Mike Scott,ATL,2016,2.3,5.0,.468,0.8,2.1,.392,1.5,2.9,.523,0.7,0.8,.794,0.7,2.0,1.0,0.3,0.2,0.6,1.4,6.2
Thabo Sefolosha,ATL,2016,2.5,5.0,.505,0.6,1.7,.339,1.9,3.3,.589,0.8,1.3,.626,0.7,3.8,1.4,1.1,0.5,0.9,1.5,6.4
Kevin S\xc3\xa9raphin,NYK,2016,1.8,4.3,.410,0.0,0.0,.000,1.8,4.2,.414,0.4,0.5,.826,0.6,2.0,1.0,0.2,0.8,0.9,1.4,3.9
Ramon Sessions,WAS,2016,3.4,7.2,.473,0.4,1.4,.324,3.0,5.9,.507,2.6,3.5,.756,0.3,2.2,2.9,0.6,0.1,1.4,1.2,9.9
Iman Shumpert,CLE,2016,2.1,5.6,.374,0.8,2.7,.295,1.3,2.9,.447,0.7,0.9,.784,0.6,3.2,1.7,1.0,0.4,1.1,2.2,5.8
Jonathon Simmons,SAS,2016,2.2,4.4,.504,0.3,0.9,.383,1.9,3.5,.533,1.3,1.7,.750,0.3,1.5,1.1,0.4,0.1,1.0,1.9,6.0
Henry Sims,BRK,2016,2.4,5.5,.429,0.0,0.0,,2.4,5.5,.429,1.8,2.1,.833,1.5,3.6,0.6,0.6,1.0,0.9,2.6,6.5
Kyle Singler,OKC,2016,1.3,3.3,.389,0.4,1.4,.309,0.8,1.8,.452,0.4,0.6,.659,0.7,1.3,0.4,0.4,0.1,0.5,1.8,3.4
Donald Sloan,BRK,2016,2.5,5.7,.440,0.6,1.6,.384,1.9,4.1,.462,1.3,1.7,.750,0.3,2.6,4.4,0.5,0.1,1.3,1.2,7.0
Marcus Smart,BOS,2016,3.0,8.7,.348,1.0,4.0,.253,2.0,4.7,.427,2.1,2.7,.777,1.2,2.9,3.0,1.5,0.3,1.3,3.0,9.1
Greg Smith,MIN,2016,1.0,1.8,.563,0.0,0.0,,1.0,1.8,.563,0.4,0.9,.412,0.7,1.7,0.3,0.2,0.1,0.4,1.6,2.4
Ish Smith,TOT,2016,5.2,12.6,.411,0.7,2.2,.329,4.4,10.4,.428,1.6,2.3,.693,0.6,3.4,6.5,1.1,0.3,2.3,1.7,12.6
J.R. Smith,CLE,2016,4.6,11.0,.415,2.6,6.6,.400,1.9,4.4,.438,0.6,0.9,.634,0.6,2.3,1.7,1.1,0.3,0.8,2.6,12.4
Jason Smith,ORL,2016,3.2,6.6,.485,0.1,0.2,.250,3.2,6.4,.493,0.7,0.9,.806,0.7,2.2,0.8,0.4,0.9,0.8,2.1,7.2
Josh Smith,TOT,2016,2.3,6.3,.364,0.7,2.6,.287,1.6,3.7,.417,0.7,1.2,.552,0.9,2.6,1.6,0.6,0.9,1.4,2.1,6.0
Russ Smith,MEM,2016,0.5,1.5,.318,0.1,0.3,.200,0.4,1.1,.353,0.5,0.9,.615,0.1,0.5,0.7,0.3,0.1,0.5,0.3,1.5
Tony Snell,CHI,2016,2.0,5.3,.372,0.9,2.4,.361,1.1,2.9,.380,0.5,0.5,.909,0.3,2.8,1.0,0.3,0.3,0.8,1.6,5.3
Marreese Speights,GSW,2016,2.7,6.3,.432,0.3,0.9,.387,2.4,5.5,.439,1.3,1.6,.825,1.1,2.3,0.8,0.3,0.5,0.9,1.6,7.1
Tiago Splitter,ATL,2016,2.3,4.3,.523,0.0,0.1,.000,2.3,4.3,.529,1.1,1.3,.813,1.3,2.1,0.8,0.6,0.3,0.7,2.0,5.6
Nik Stauskas,PHI,2016,2.9,7.5,.385,1.5,4.5,.326,1.4,3.0,.473,1.2,1.6,.771,0.3,2.2,1.9,0.6,0.3,1.3,1.6,8.5
Lance Stephenson,TOT,2016,3.3,6.9,.481,0.4,1.1,.385,2.9,5.7,.500,1.3,1.6,.784,0.6,2.7,1.9,0.6,0.1,1.4,2.0,8.3
Alex Stepheson,TOT,2016,1.1,3.4,.333,0.0,0.0,,1.1,3.4,.333,0.5,1.5,.333,2.4,1.1,0.3,0.1,0.6,0.0,1.5,2.8
Jarnell Stokes,TOT,2016,0.4,0.7,.600,0.0,0.0,,0.4,0.7,.600,0.1,0.3,.500,0.1,0.4,0.1,0.1,0.0,0.0,0.1,1.0
Amar\'e Stoudemire,MIA,2016,2.4,4.3,.566,0.0,0.0,,2.4,4.3,.566,1.0,1.3,.746,1.3,3.0,0.5,0.3,0.8,0.9,1.8,5.8
Rodney Stuckey,IND,2016,3.2,7.6,.413,0.3,1.4,.241,2.8,6.2,.453,2.3,2.7,.829,0.3,2.4,2.4,0.7,0.1,1.3,1.3,8.9
Jared Sullinger,BOS,2016,4.3,10.0,.435,0.4,1.3,.282,4.0,8.7,.458,1.3,2.0,.640,2.4,5.9,2.3,0.9,0.6,1.3,2.6,10.3
Edy Tavares,ATL,2016,1.0,1.7,.579,0.0,0.0,,1.0,1.7,.579,0.3,0.7,.375,0.6,1.3,0.3,0.1,0.5,0.5,0.7,2.3
Jeff Teague,ATL,2016,5.5,12.5,.439,1.4,3.5,.400,4.1,9.0,.454,3.3,3.9,.837,0.4,2.3,5.9,1.2,0.3,2.8,2.1,15.7
Mirza Teletovi\xc4\x87,PHO,2016,4.2,9.8,.427,2.3,5.8,.393,1.9,4.0,.476,1.5,2.0,.774,0.7,3.1,1.1,0.4,0.3,1.1,2.0,12.2
Garrett Temple,WAS,2016,2.5,6.3,.398,1.1,3.2,.345,1.4,3.1,.453,1.1,1.6,.728,0.5,2.2,1.8,0.9,0.2,0.8,2.4,7.3
Jason Terry,HOU,2016,2.1,5.2,.402,1.3,3.6,.356,0.8,1.6,.504,0.4,0.5,.818,0.2,0.9,1.4,0.7,0.1,0.7,1.3,5.9
Isaiah Thomas,BOS,2016,7.2,16.9,.428,2.0,5.7,.359,5.2,11.2,.462,5.8,6.6,.871,0.6,2.4,6.2,1.1,0.1,2.7,2.0,22.2
Lance Thomas,NYK,2016,2.9,6.5,.442,0.7,1.8,.404,2.1,4.6,.458,1.7,2.0,.857,0.6,1.6,0.9,0.4,0.1,1.0,1.8,8.2
Hollis Thompson,PHI,2016,3.5,8.8,.397,1.9,5.1,.380,1.6,3.7,.420,0.9,1.2,.719,0.7,2.8,1.3,0.5,0.3,1.0,2.4,9.8
Jason Thompson,TOT,2016,1.1,2.3,.481,0.1,0.3,.333,1.0,2.0,.505,0.8,1.1,.704,0.7,2.2,0.6,0.3,0.4,0.3,1.7,3.1
Klay Thompson,GSW,2016,8.1,17.3,.470,3.5,8.1,.425,4.7,9.2,.510,2.4,2.8,.873,0.4,3.4,2.1,0.8,0.6,1.7,1.9,22.1
Tristan Thompson,CLE,2016,3.0,5.1,.588,0.0,0.0,,3.0,5.1,.588,1.8,3.0,.616,3.3,5.7,0.8,0.5,0.6,0.7,2.5,7.8
Marcus Thornton,TOT,2016,3.5,8.9,.399,1.5,4.4,.337,2.0,4.5,.460,1.1,1.3,.848,0.6,1.8,1.4,0.8,0.1,0.8,1.5,9.7
Anthony Tolliver,DET,2016,1.8,4.6,.386,1.4,3.8,.360,0.4,0.8,.500,0.4,0.7,.617,0.5,2.6,0.7,0.4,0.2,0.4,1.2,5.3
Axel Toupane,DEN,2016,1.2,3.3,.357,0.6,1.9,.325,0.6,1.4,.400,0.6,0.8,.765,0.4,1.1,0.7,0.3,0.3,0.3,1.9,3.6
Karl-Anthony Towns,MIN,2016,7.6,14.1,.542,0.4,1.1,.341,7.3,13.0,.559,2.7,3.4,.811,2.8,7.7,2.0,0.7,1.7,2.2,3.0,18.3
P.J. Tucker,PHO,2016,2.9,7.1,.411,0.8,2.5,.330,2.1,4.6,.455,1.3,1.7,.746,2.0,4.2,2.2,1.3,0.2,1.4,2.5,8.0
Evan Turner,BOS,2016,4.2,9.3,.456,0.2,1.0,.241,4.0,8.3,.482,1.8,2.2,.827,0.6,4.3,4.4,1.0,0.3,2.1,1.7,10.5
Myles Turner,IND,2016,4.4,8.8,.498,0.1,0.2,.214,4.4,8.6,.506,1.5,2.0,.727,1.1,4.4,0.7,0.4,1.4,1.1,2.6,10.3
Beno Udrih,TOT,2016,2.0,4.5,.434,0.3,1.0,.341,1.6,3.5,.461,0.4,0.5,.900,0.2,1.5,2.6,0.3,0.0,1.2,1.2,4.7
Jonas Valan\xc4\x8di\xc5\xabnas,TOR,2016,5.1,8.9,.565,0.0,0.0,,5.1,8.9,.565,2.7,3.6,.761,3.1,6.1,0.7,0.4,1.3,1.4,2.6,12.8
Anderson Varej\xc3\xa3o,TOT,2016,1.0,2.3,.427,0.0,0.0,.000,1.0,2.3,.431,0.6,0.9,.640,0.7,2.0,0.7,0.3,0.2,0.4,1.3,2.6
Greivis V\xc3\xa1squez,MIL,2016,2.0,6.0,.326,0.8,3.2,.247,1.2,2.8,.415,1.0,1.1,.846,0.2,1.8,4.0,0.4,0.0,1.7,1.8,5.7
Rashad Vaughn,MIL,2016,1.2,3.8,.305,0.6,2.1,.293,0.5,1.7,.319,0.2,0.2,.800,0.2,1.1,0.6,0.4,0.2,0.4,1.0,3.1
Charlie Villanueva,DAL,2016,2.0,5.3,.382,0.8,2.8,.273,1.3,2.5,.503,0.4,0.4,.917,0.4,2.1,0.4,0.3,0.2,0.5,1.1,5.1
Noah Vonleh,POR,2016,1.5,3.6,.421,0.1,0.6,.239,1.4,3.0,.457,0.5,0.7,.745,1.2,2.7,0.4,0.3,0.3,0.6,1.9,3.6
Nikola Vu\xc4\x8devi\xc4\x87,ORL,2016,8.2,16.1,.510,0.0,0.1,.222,8.2,16.0,.512,1.7,2.3,.753,2.7,6.2,2.8,0.8,1.1,1.9,2.7,18.2
Sasha Vuja\xc4\x8di\xc4\x87,NYK,2016,1.7,4.5,.383,0.9,2.3,.364,0.9,2.2,.403,0.5,0.6,.821,0.4,2.0,1.4,0.6,0.1,0.7,1.4,4.9
Dwyane Wade,MIA,2016,7.3,16.0,.456,0.1,0.6,.159,7.2,15.4,.468,4.4,5.5,.793,1.1,3.0,4.6,1.1,0.6,2.7,1.6,19.0
Dion Waiters,OKC,2016,3.6,9.1,.399,1.1,3.1,.358,2.5,6.0,.421,1.4,2.0,.713,0.5,2.1,2.0,1.0,0.2,1.5,1.8,9.8
Kemba Walker,CHO,2016,7.0,16.4,.427,2.2,6.0,.371,4.8,10.4,.459,4.6,5.4,.847,0.7,3.7,5.2,1.6,0.5,2.1,1.4,20.9
John Wall,WAS,2016,7.4,17.5,.424,1.5,4.3,.351,5.9,13.3,.448,3.5,4.5,.791,0.5,4.4,10.2,1.9,0.8,4.1,2.1,19.9
T.J. Warren,PHO,2016,4.7,9.4,.501,0.6,1.5,.400,4.1,7.9,.520,1.0,1.4,.703,1.2,1.9,0.9,0.8,0.3,0.7,2.0,11.0
C.J. Watson,ORL,2016,1.4,4.2,.343,0.4,1.5,.292,1.0,2.7,.371,1.0,1.2,.872,0.3,1.7,2.7,0.6,0.2,0.8,1.5,4.3
Briante Weber,TOT,2016,2.0,5.6,.359,0.0,0.7,.000,2.0,4.9,.412,0.4,0.6,.750,1.1,2.4,3.0,1.3,0.4,1.3,1.7,4.4
Sonny Weems,TOT,2016,1.0,2.6,.382,0.3,1.0,.366,0.6,1.6,.391,0.2,0.3,.533,0.2,1.1,1.1,0.2,0.0,1.0,1.1,2.5
David West,SAS,2016,3.1,5.7,.545,0.0,0.1,.429,3.1,5.7,.546,0.8,1.0,.788,0.9,3.0,1.8,0.6,0.7,0.9,1.8,7.1
Russell Westbrook,OKC,2016,8.2,18.1,.454,1.3,4.3,.296,6.9,13.8,.503,5.8,7.2,.812,1.8,6.0,10.4,2.0,0.3,4.3,2.5,23.5
Hassan Whiteside,MIA,2016,5.7,9.3,.606,0.0,0.0,,5.7,9.3,.606,2.9,4.5,.650,3.3,8.6,0.4,0.6,3.7,1.9,2.8,14.2
Shayne Whittington,IND,2016,0.7,1.6,.455,0.0,0.3,.000,0.7,1.3,.556,0.1,0.3,.500,0.7,1.0,0.4,0.1,0.1,0.7,1.0,1.6
Andrew Wiggins,MIN,2016,7.3,16.0,.459,0.7,2.3,.300,6.6,13.6,.486,5.3,7.0,.761,1.3,2.3,2.0,1.0,0.6,2.2,2.0,20.7
C.J. Wilcox,LAC,2016,1.1,2.9,.394,0.4,1.0,.391,0.7,1.9,.395,0.4,0.5,.750,0.0,0.5,0.4,0.4,0.1,0.1,0.7,3.0
Alan Williams,PHO,2016,1.0,2.4,.417,0.0,0.0,,1.0,2.4,.417,0.9,1.4,.643,1.4,2.4,0.5,0.4,0.5,0.6,1.5,2.9
Deron Williams,DAL,2016,4.9,11.9,.414,1.5,4.3,.344,3.4,7.6,.454,2.8,3.2,.869,0.3,2.6,5.8,0.9,0.2,2.3,2.4,14.1
Derrick Williams,NYK,2016,3.2,7.1,.450,0.6,1.9,.293,2.6,5.2,.506,2.4,3.2,.758,0.6,3.1,0.9,0.4,0.1,0.8,0.9,9.3
Elliot Williams,MEM,2016,0.4,2.0,.200,0.2,0.8,.250,0.2,1.2,.167,0.6,0.8,.750,0.2,0.6,0.8,0.0,0.0,0.2,0.4,1.6
Lou Williams,LAL,2016,4.2,10.3,.408,1.6,4.8,.344,2.6,5.6,.464,5.3,6.3,.830,0.5,2.1,2.5,0.9,0.3,1.6,1.6,15.3
Marvin Williams,CHO,2016,4.2,9.2,.452,1.9,4.7,.402,2.3,4.6,.504,1.5,1.8,.833,1.6,4.9,1.4,0.7,1.0,0.8,1.6,11.7
Mo Williams,CLE,2016,3.2,7.4,.437,0.9,2.5,.353,2.3,4.9,.480,0.9,1.0,.905,0.1,1.6,2.4,0.3,0.1,1.4,1.5,8.2
Justise Winslow,MIA,2016,2.5,5.9,.422,0.4,1.5,.276,2.1,4.4,.471,1.0,1.5,.684,1.0,4.1,1.5,0.9,0.3,1.2,2.4,6.4
Jeff Withey,UTA,2016,1.7,3.2,.537,0.0,0.0,.000,1.7,3.1,.544,0.8,1.2,.729,1.1,2.3,0.4,0.4,1.0,0.5,1.5,4.3
Christian Wood,PHI,2016,1.3,3.1,.415,0.2,0.6,.364,1.1,2.5,.429,0.8,1.2,.619,0.8,1.5,0.2,0.3,0.4,0.1,0.6,3.6
Metta World Peace,LAL,2016,1.6,5.1,.311,0.7,2.4,.310,0.8,2.7,.312,1.1,1.6,.702,0.5,2.0,0.8,0.6,0.3,0.4,1.9,5.0
Brandan Wright,MEM,2016,2.9,4.3,.673,0.0,0.0,,2.9,4.3,.673,1.1,2.0,.542,1.2,2.4,0.5,0.4,1.3,0.8,1.8,6.9
Delon Wright,TOR,2016,1.3,3.0,.450,0.2,0.5,.385,1.1,2.5,.463,1.0,1.3,.743,0.3,1.1,1.1,0.3,0.1,0.6,0.3,3.8
Tony Wroten,PHI,2016,2.8,8.1,.338,0.4,2.1,.176,2.4,6.0,.396,2.5,4.6,.541,0.3,2.4,2.5,0.4,0.0,3.6,1.4,8.4
James Young,BOS,2016,0.4,1.2,.306,0.2,0.9,.231,0.2,0.3,.500,0.0,0.1,.250,0.1,0.8,0.3,0.2,0.0,0.2,0.6,1.0
Joe Young,IND,2016,1.5,4.1,.367,0.2,1.1,.217,1.3,3.0,.423,0.5,0.6,.800,0.1,1.1,1.6,0.4,0.0,0.8,0.7,3.8
Nick Young,LAL,2016,2.3,6.9,.339,1.4,4.4,.325,0.9,2.5,.363,1.2,1.4,.829,0.3,1.5,0.6,0.4,0.1,0.6,0.9,7.3
Thaddeus Young,BRK,2016,6.8,13.2,.514,0.1,0.4,.233,6.7,12.8,.523,1.4,2.2,.644,2.4,6.6,1.9,1.5,0.5,1.9,2.5,15.1
Cody Zeller,CHO,2016,3.2,6.0,.529,0.0,0.1,.100,3.2,5.8,.539,2.4,3.2,.754,1.9,4.3,1.0,0.8,0.9,0.9,2.8,8.7
Tyler Zeller,BOS,2016,2.3,4.8,.476,0.0,0.0,,2.3,4.8,.476,1.5,1.8,.815,1.0,1.9,0.5,0.2,0.4,0.8,1.6,6.1
\xc3\x81lex Abrines,OKC,2017,2.0,5.0,.393,1.4,3.6,.381,0.6,1.4,.426,0.6,0.7,.898,0.3,1.0,0.6,0.5,0.1,0.5,1.7,6.0
Quincy Acy,TOT,2017,1.8,4.5,.412,1.0,2.4,.411,0.9,2.1,.413,1.2,1.6,.750,0.5,2.5,0.5,0.4,0.4,0.6,1.8,5.8
Steven Adams,OKC,2017,4.7,8.2,.571,0.0,0.0,.000,4.7,8.2,.572,2.0,3.2,.611,3.5,4.2,1.1,1.1,1.0,1.8,2.4,11.3
Arron Afflalo,SAC,2017,3.0,6.9,.440,1.0,2.5,.411,2.0,4.4,.457,1.4,1.5,.892,0.1,1.9,1.3,0.3,0.1,0.7,1.7,8.4
Alexis Ajin\xc3\xa7a,NOP,2017,2.3,4.6,.500,0.0,0.1,.000,2.3,4.5,.511,0.7,1.0,.725,1.2,3.4,0.3,0.5,0.6,0.8,2.0,5.3
Cole Aldrich,MIN,2017,0.7,1.4,.523,0.0,0.0,,0.7,1.4,.523,0.2,0.4,.682,0.8,1.7,0.4,0.4,0.4,0.3,1.4,1.7
LaMarcus Aldridge,SAS,2017,6.9,14.6,.477,0.3,0.8,.411,6.6,13.8,.480,3.1,3.8,.812,2.4,4.9,1.9,0.6,1.2,1.4,2.2,17.3
Lavoy Allen,IND,2017,1.3,2.8,.458,0.0,0.0,.000,1.3,2.7,.461,0.4,0.5,.697,1.7,1.9,0.9,0.3,0.4,0.5,1.3,2.9
Tony Allen,MEM,2017,3.9,8.4,.461,0.2,0.8,.278,3.6,7.6,.479,1.1,1.8,.615,2.3,3.2,1.4,1.6,0.4,1.4,2.5,9.1
Al-Farouq Aminu,POR,2017,3.0,7.6,.393,1.1,3.5,.330,1.9,4.2,.445,1.6,2.2,.706,1.3,6.1,1.6,1.0,0.7,1.5,1.7,8.7
Chris Andersen,CLE,2017,0.8,1.8,.409,0.0,0.3,.000,0.8,1.6,.474,0.8,1.2,.714,0.8,1.8,0.4,0.4,0.6,0.4,1.7,2.3
Alan Anderson,LAC,2017,1.0,2.7,.375,0.5,1.5,.318,0.5,1.2,.444,0.4,0.5,.750,0.1,0.7,0.4,0.1,0.0,0.2,1.2,2.9
Justin Anderson,TOT,2017,2.5,5.9,.424,0.8,2.6,.299,1.7,3.3,.522,1.4,1.7,.791,0.9,2.3,0.9,0.5,0.3,0.9,1.5,7.1
Kyle Anderson,SAS,2017,1.3,2.9,.445,0.2,0.6,.375,1.1,2.3,.462,0.6,0.8,.789,0.5,2.4,1.3,0.7,0.4,0.5,0.9,3.4
Ryan Anderson,HOU,2017,4.5,10.7,.418,2.8,7.0,.403,1.7,3.7,.446,1.8,2.1,.860,1.6,3.0,0.9,0.4,0.2,0.8,2.0,13.6
Giannis Antetokounmpo,MIL,2017,8.2,15.7,.521,0.6,2.3,.272,7.6,13.5,.563,5.9,7.7,.770,1.8,7.0,5.4,1.6,1.9,2.9,3.1,22.9
Carmelo Anthony,NYK,2017,8.1,18.8,.433,2.0,5.7,.359,6.1,13.1,.466,4.1,4.9,.833,0.8,5.1,2.9,0.8,0.5,2.1,2.7,22.4
