Name,Team,Year,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
Mario Hezonja,ORL,2016,2.3,5.3,.433,0.8,2.4,.349,1.4,2.9,.504,0.6,0.7,.907,0.4,1.9,1.4,0.5,0.2,1.2,1.6,6.1
Roy Hibbert,LAL,2016,2.2,5.1,.443,0.0,0.0,.000,2.2,5.0,.445,1.4,1.8,.807,1.6,3.3,1.2,0.4,1.4,0.9,3.1,5.9
J.J. Hickson,TOT,2016,2.3,4.4,.516,0.0,0.0,.000,2.3,4.4,.519,1.3,2.9,.447,1.1,2.7,0.7,0.4,0.4,0.7,1.3,5.9
Nen\xc3\xaa,WAS,2016,3.7,6.7,.544,0.0,0.1,.000,3.7,6.7,.549,1.9,3.2,.578,0.9,3.6,1.7,0.9,0.5,1.3,2.7,9.2
George Hill,IND,2016,4.4,10.0,.441,1.7,4.2,.408,2.7,5.7,.466,1.5,2.0,.760,0.8,3.2,3.5,1.1,0.2,1.4,2.0,12.1
Jordan Hill,IND,2016,3.8,7.5,.506,0.0,0.0,.000,3.8,7.5,.507,1.2,1.7,.712,2.1,4.0,1.2,0.5,0.5,1.3,2.1,8.8
Solomon Hill,IND,2016,1.6,3.5,.447,0.4,1.3,.324,1.2,2.3,.515,0.6,0.7,.857,0.7,2.2,1.0,0.6,0.2,0.6,1.2,4.2
Darrun Hilliard,DET,2016,1.4,3.4,.397,0.5,1.3,.380,0.9,2.1,.407,0.8,1.1,.725,0.1,1.1,0.7,0.2,0.0,0.5,0.7,4.0
Kirk Hinrich,TOT,2016,1.1,2.8,.380,0.5,1.3,.387,0.5,1.5,.373,0.3,0.3,.938,0.2,1.3,1.6,0.3,0.0,0.7,1.4,3.0
Jrue Holiday,NOP,2016,6.3,14.4,.439,1.3,4.0,.336,5.0,10.4,.478,2.8,3.3,.843,0.4,2.6,6.0,1.4,0.3,2.6,2.3,16.8
Justin Holiday,TOT,2016,1.7,4.3,.386,0.7,2.0,.343,1.0,2.3,.423,0.5,0.7,.730,0.2,1.5,1.1,0.6,0.4,0.7,1.2,4.5
Ryan Hollins,TOT,2016,1.3,2.1,.620,0.0,0.0,,1.3,2.1,.620,0.7,1.1,.619,1.3,1.4,0.3,0.2,0.6,0.6,1.7,3.4
Rondae Hollis-Jefferson,BRK,2016,2.2,4.8,.457,0.1,0.5,.286,2.0,4.3,.476,1.3,1.8,.712,1.3,4.0,1.5,1.3,0.6,0.9,2.1,5.8
Richaun Holmes,PHI,2016,2.2,4.4,.514,0.2,0.9,.182,2.1,3.5,.596,1.0,1.5,.689,1.2,1.4,0.6,0.4,0.8,0.6,1.8,5.6
Rodney Hood,UTA,2016,5.2,12.3,.420,2.0,5.7,.359,3.1,6.6,.472,2.2,2.5,.860,0.5,2.9,2.7,0.9,0.2,1.6,2.6,14.5
Al Horford,ATL,2016,6.5,12.8,.505,1.1,3.1,.344,5.4,9.7,.557,1.3,1.6,.798,1.8,5.5,3.2,0.8,1.5,1.3,2.0,15.2
Dwight Howard,HOU,2016,5.2,8.5,.620,0.0,0.1,.000,5.2,8.4,.626,3.3,6.7,.489,3.4,8.4,1.4,1.0,1.6,2.3,3.1,13.7
Marcelo Huertas,LAL,2016,1.8,4.3,.422,0.3,1.2,.262,1.5,3.2,.479,0.5,0.5,.931,0.3,1.4,3.4,0.5,0.1,1.5,1.4,4.5
Josh Huestis,OKC,2016,1.0,2.4,.417,0.8,1.2,.667,0.2,1.2,.167,0.0,0.8,.000,0.4,1.6,0.0,0.2,0.4,0.6,0.6,2.8
Kris Humphries,TOT,2016,2.3,5.6,.410,0.6,2.0,.315,1.6,3.5,.465,1.3,1.6,.798,1.1,3.0,0.7,0.3,0.4,0.7,1.8,6.5
R.J. Hunter,BOS,2016,1.0,2.7,.367,0.5,1.8,.302,0.5,1.0,.486,0.2,0.2,.857,0.1,1.0,0.4,0.4,0.1,0.3,0.8,2.7
Serge Ibaka,OKC,2016,5.3,11.1,.479,0.8,2.4,.326,4.6,8.8,.520,1.2,1.6,.752,1.8,5.0,0.8,0.5,1.9,1.4,2.7,12.6
Andre Iguodala,GSW,2016,2.7,5.7,.478,0.8,2.4,.351,1.9,3.3,.570,0.8,1.3,.614,0.8,3.2,3.4,1.1,0.3,1.2,1.6,7.0
Ersan \xc4\xb0lyasova,TOT,2016,3.8,8.9,.424,1.3,3.5,.371,2.5,5.4,.458,1.5,2.1,.721,1.9,3.5,0.9,0.7,0.4,1.0,2.3,10.4
Joe Ingles,UTA,2016,1.5,3.6,.426,1.0,2.6,.386,0.5,1.0,.531,0.2,0.2,.722,0.2,1.6,1.2,0.7,0.0,0.8,1.2,4.2
Damien Inglis,MIL,2016,0.7,1.9,.351,0.2,0.7,.231,0.5,1.2,.417,0.4,0.4,.875,0.1,1.5,0.5,0.3,0.2,0.6,0.6,1.8
Kyrie Irving,CLE,2016,7.4,16.6,.448,1.6,4.9,.321,5.8,11.6,.502,3.2,3.6,.885,0.8,2.1,4.7,1.1,0.3,2.3,2.0,19.6
Jarrett Jack,BRK,2016,4.4,11.2,.391,1.0,3.2,.304,3.4,8.0,.426,3.1,3.5,.893,0.3,4.0,7.4,1.1,0.2,2.9,2.4,12.8
Reggie Jackson,DET,2016,6.8,15.7,.434,1.5,4.2,.353,5.3,11.5,.464,3.7,4.3,.864,0.7,2.5,6.2,0.7,0.1,2.8,2.4,18.8
LeBron James,CLE,2016,9.7,18.6,.520,1.1,3.7,.309,8.6,14.9,.573,4.7,6.5,.731,1.5,6.0,6.8,1.4,0.6,3.3,1.9,25.3
Al Jefferson,CHO,2016,5.2,10.7,.485,0.0,0.0,,5.2,10.7,.485,1.5,2.4,.649,1.2,5.2,1.5,0.6,0.9,0.7,2.5,12.0
Cory Jefferson,PHO,2016,1.1,2.8,.409,0.0,0.1,.000,1.1,2.6,.429,0.5,0.8,.667,0.8,1.3,0.0,0.0,0.1,0.0,1.0,2.8
Richard Jefferson,CLE,2016,1.9,4.2,.458,0.9,2.3,.382,1.0,1.9,.554,0.8,1.2,.667,0.2,1.5,0.8,0.4,0.2,0.6,1.7,5.5
John Jenkins,TOT,2016,1.7,3.7,.444,0.4,1.2,.314,1.3,2.5,.505,0.5,0.6,.833,0.2,1.1,0.8,0.2,0.0,0.6,0.5,4.1
Brandon Jennings,TOT,2016,2.3,6.3,.368,1.1,3.2,.329,1.3,3.1,.409,1.2,1.6,.731,0.3,1.7,3.5,0.6,0.1,1.2,1.2,6.9
Jonas Jerebko,BOS,2016,1.5,3.7,.413,0.6,1.4,.398,1.0,2.3,.421,0.8,1.0,.782,1.0,2.7,0.8,0.3,0.3,0.7,1.8,4.4
Amir Johnson,BOS,2016,3.2,5.4,.585,0.1,0.5,.233,3.0,4.8,.624,0.9,1.5,.570,2.3,4.1,1.7,0.7,1.1,1.2,2.7,7.3
Chris Johnson,UTA,2016,1.0,2.8,.371,0.4,1.4,.273,0.6,1.4,.474,0.5,0.6,.810,0.4,1.5,0.6,0.5,0.3,0.6,1.4,2.9
James Johnson,TOR,2016,2.0,4.2,.475,0.4,1.2,.303,1.6,3.1,.540,0.7,1.2,.574,0.5,1.7,1.2,0.5,0.6,0.9,1.5,5.0
Joe Johnson,TOT,2016,4.7,10.6,.439,1.5,3.9,.383,3.2,6.7,.471,1.5,1.8,.831,0.6,3.0,3.9,0.8,0.0,2.0,1.8,12.2
Orlando Johnson,TOT,2016,1.3,4.9,.265,0.3,1.4,.200,1.0,3.4,.292,0.9,1.1,.750,0.6,1.6,0.3,0.4,0.4,0.6,1.3,3.7
Stanley Johnson,DET,2016,3.1,8.2,.375,0.9,2.8,.307,2.2,5.4,.410,1.1,1.4,.784,0.8,3.4,1.6,0.8,0.2,1.6,2.4,8.1
Tyler Johnson,MIA,2016,3.3,6.8,.486,0.8,2.0,.380,2.5,4.8,.529,1.4,1.8,.797,0.8,2.3,2.2,0.7,0.4,1.3,1.8,8.7
Wesley Johnson,LAC,2016,2.6,6.4,.404,1.3,3.9,.333,1.3,2.6,.510,0.4,0.6,.652,0.5,2.6,0.6,1.1,0.7,0.7,2.2,6.9
Nikola Joki\xc4\x87,DEN,2016,3.8,7.5,.512,0.4,1.1,.333,3.5,6.5,.541,1.9,2.4,.811,2.3,4.7,2.4,1.0,0.6,1.3,2.6,10.0
Dahntay Jones,CLE,2016,6.0,14.0,.429,1.0,2.0,.500,5.0,12.0,.417,0.0,0.0,,1.0,4.0,2.0,1.0,2.0,0.0,6.0,13.0
James Jones,CLE,2016,1.2,3.0,.408,0.9,2.2,.394,0.4,0.8,.447,0.4,0.5,.808,0.2,0.9,0.3,0.2,0.2,0.3,1.0,3.7
Terrence Jones,HOU,2016,3.3,7.3,.452,0.5,1.6,.316,2.8,5.8,.490,1.5,2.3,.664,1.2,3.0,0.8,0.5,0.8,1.0,1.7,8.7
Tyus Jones,MIN,2016,1.5,4.2,.359,0.4,1.4,.302,1.1,2.8,.388,0.8,1.1,.718,0.2,1.1,2.9,0.8,0.1,0.9,0.9,4.2
DeAndre Jordan,LAC,2016,4.6,6.6,.703,0.0,0.0,.000,4.6,6.6,.704,3.5,8.0,.430,3.5,10.3,1.2,0.7,2.3,1.4,2.7,12.7
Cory Joseph,TOR,2016,3.2,7.3,.439,0.4,1.4,.273,2.8,5.9,.478,1.7,2.2,.764,0.5,2.1,3.1,0.8,0.3,1.3,1.6,8.5
Chris Kaman,POR,2016,1.3,2.7,.465,0.1,0.3,.250,1.2,2.4,.487,0.2,0.2,1.000,0.4,1.1,0.7,0.1,0.1,0.5,0.9,2.8
Frank Kaminsky,CHO,2016,2.7,6.5,.410,0.8,2.5,.337,1.8,4.0,.455,1.3,1.8,.730,0.9,3.3,1.2,0.5,0.5,0.7,1.6,7.5
Enes Kanter,OKC,2016,5.0,8.8,.576,0.1,0.3,.476,4.9,8.5,.579,2.4,3.1,.797,3.0,5.1,0.4,0.3,0.4,1.4,2.0,12.7
Sergey Karasev,BRK,2016,0.8,1.9,.405,0.3,0.9,.297,0.5,0.9,.514,0.7,0.7,.929,0.2,1.3,0.9,0.2,0.1,0.6,0.7,2.4
Sasha Kaun,CLE,2016,0.4,0.7,.529,0.0,0.0,,0.4,0.7,.529,0.2,0.4,.455,0.5,0.6,0.1,0.2,0.2,0.3,0.4,0.9
Ryan Kelly,LAL,2016,1.5,4.1,.369,0.1,1.0,.135,1.4,3.1,.446,1.0,1.5,.685,0.6,2.8,0.6,0.4,0.3,0.5,1.1,4.2
Michael Kidd-Gilchrist,CHO,2016,4.7,8.7,.541,0.4,1.0,.429,4.3,7.7,.556,2.9,4.1,.690,1.7,4.7,1.3,0.4,0.4,1.1,1.3,12.7
Sean Kilpatrick,TOT,2016,4.0,8.7,.456,1.3,3.7,.342,2.7,5.0,.538,1.9,2.2,.896,0.4,1.4,0.9,0.4,0.1,1.0,1.2,11.1
Brandon Knight,PHO,2016,7.1,17.2,.415,2.3,6.8,.342,4.8,10.5,.461,3.0,3.5,.852,0.7,3.2,5.1,1.2,0.4,3.4,2.4,19.6
Kyle Korver,ATL,2016,3.4,7.7,.435,2.0,5.0,.398,1.4,2.7,.502,0.6,0.7,.833,0.2,3.1,2.1,0.8,0.4,1.2,2.0,9.2
Kosta Koufos,SAC,2016,3.0,5.7,.532,0.0,0.0,,3.0,5.7,.532,0.7,1.3,.548,2.2,3.3,0.4,0.5,0.9,0.6,2.4,6.8
Jeremy Lamb,CHO,2016,3.5,7.7,.451,0.8,2.7,.309,2.6,5.0,.529,1.0,1.3,.727,0.7,3.2,1.2,0.6,0.5,0.8,1.6,8.8
Carl Landry,PHI,2016,3.9,6.9,.556,0.2,0.4,.462,3.7,6.6,.561,1.9,2.5,.736,1.4,2.7,0.9,0.3,0.3,0.6,1.9,9.8
Shane Larkin,BRK,2016,2.8,6.4,.442,0.5,1.4,.361,2.3,5.1,.464,1.1,1.4,.776,0.4,1.9,4.4,1.2,0.2,1.9,1.6,7.3
Joffrey Lauvergne,DEN,2016,3.3,6.4,.513,0.2,0.9,.245,3.1,5.5,.557,1.1,1.2,.899,1.3,3.6,0.9,0.2,0.3,0.9,1.9,7.9
Zach LaVine,MIN,2016,5.3,11.7,.452,1.5,3.9,.389,3.8,7.8,.482,2.0,2.5,.793,0.3,2.5,3.1,0.8,0.2,1.9,2.4,14.0
Ty Lawson,TOT,2016,2.1,5.4,.393,0.5,1.6,.333,1.6,3.7,.419,0.9,1.3,.686,0.4,1.4,3.6,0.8,0.1,1.4,1.3,5.7
Courtney Lee,TOT,2016,3.7,8.1,.454,1.0,2.7,.378,2.6,5.3,.493,1.3,1.5,.839,0.4,2.2,1.7,1.1,0.4,0.9,1.7,9.6
David Lee,TOT,2016,3.2,6.1,.531,0.0,0.0,.000,3.2,6.1,.533,1.3,1.7,.763,1.8,3.7,1.5,0.4,0.5,1.2,2.1,7.8
Alex Len,PHO,2016,3.4,8.0,.423,0.0,0.1,.143,3.4,7.9,.426,2.2,3.1,.728,2.3,5.3,1.2,0.5,0.8,1.9,2.9,9.0
Kawhi Leonard,SAS,2016,7.7,15.1,.506,1.8,4.0,.443,5.9,11.1,.528,4.1,4.6,.874,1.3,5.5,2.6,1.8,1.0,1.5,1.8,21.2
Meyers Leonard,POR,2016,3.2,7.1,.448,1.4,3.7,.377,1.8,3.4,.527,0.6,0.8,.761,0.8,4.3,1.5,0.1,0.3,1.3,3.0,8.4
Jon Leuer,PHO,2016,3.3,7.0,.481,0.6,1.6,.382,2.7,5.3,.511,1.1,1.5,.762,1.1,4.4,1.1,0.6,0.4,1.1,1.9,8.5
Damian Lillard,POR,2016,8.2,19.7,.419,3.1,8.1,.375,5.2,11.5,.450,5.5,6.2,.892,0.6,3.4,6.8,0.9,0.4,3.2,2.2,25.1
Jeremy Lin,CHO,2016,3.8,9.3,.412,1.0,2.9,.336,2.9,6.4,.446,3.1,3.7,.815,0.5,2.7,3.0,0.7,0.5,1.9,2.1,11.7
Shaun Livingston,GSW,2016,2.6,4.9,.536,0.0,0.2,.167,2.6,4.7,.548,1.0,1.2,.860,0.5,1.6,3.0,0.7,0.3,1.0,1.8,6.3
Kevon Looney,GSW,2016,0.8,1.4,.571,0.2,0.4,.500,0.6,1.0,.600,0.0,0.0,,0.8,1.2,0.0,0.0,0.0,0.2,0.4,1.8
Brook Lopez,BRK,2016,8.1,15.8,.511,0.0,0.2,.143,8.1,15.7,.515,4.3,5.5,.787,2.8,5.1,2.0,0.8,1.7,2.4,2.9,20.6
Robin Lopez,NYK,2016,4.4,8.1,.539,0.0,0.0,.000,4.4,8.1,.540,1.6,2.0,.795,3.3,4.1,1.4,0.2,1.6,1.6,2.2,10.3
Kevin Love,CLE,2016,5.3,12.7,.419,2.1,5.7,.360,3.3,7.0,.467,3.4,4.1,.822,1.9,8.0,2.4,0.8,0.5,1.8,2.1,16.0
Kyle Lowry,TOR,2016,6.6,15.6,.427,2.8,7.1,.388,3.9,8.5,.461,5.2,6.4,.811,0.7,4.0,6.4,2.1,0.4,2.9,2.7,21.2
Trey Lyles,UTA,2016,2.4,5.5,.438,0.6,1.6,.383,1.8,3.9,.461,0.7,1.0,.695,0.7,3.0,0.7,0.3,0.2,0.8,1.4,6.1
Shelvin Mack,TOT,2016,3.5,8.0,.439,0.8,2.4,.312,2.8,5.6,.493,0.9,1.2,.738,0.3,2.2,3.6,0.7,0.1,1.8,1.4,8.6
Ian Mahinmi,IND,2016,3.7,6.3,.589,0.0,0.0,,3.7,6.3,.589,1.9,3.2,.587,1.9,5.2,1.5,0.9,1.1,1.4,3.1,9.3
Devyn Marble,ORL,2016,0.8,2.5,.296,0.3,1.1,.250,0.5,1.4,.333,0.4,0.9,.417,0.2,1.1,0.4,0.5,0.0,0.3,0.9,2.1
Boban Marjanovi\xc4\x87,SAS,2016,1.9,3.2,.603,0.0,0.0,,1.9,3.2,.603,1.6,2.1,.763,1.4,2.2,0.4,0.2,0.4,0.5,1.0,5.5
Kendall Marshall,PHI,2016,1.4,3.9,.364,0.5,1.6,.327,0.9,2.3,.391,0.3,0.4,.692,0.1,0.9,2.4,0.5,0.1,1.4,1.0,3.7
Jarell Martin,MEM,2016,2.0,4.3,.466,0.0,0.1,.000,2.0,4.2,.474,1.7,2.3,.726,1.4,1.7,0.6,0.3,0.3,0.7,2.1,5.7
Kevin Martin,TOT,2016,2.8,7.6,.372,0.9,2.5,.360,1.9,5.1,.378,2.8,3.1,.890,0.3,1.7,1.1,0.5,0.1,1.0,1.5,9.3
Wesley Matthews,DAL,2016,4.2,10.9,.388,2.4,6.7,.360,1.8,4.2,.432,1.6,1.9,.863,0.3,2.7,1.9,1.0,0.2,1.0,2.3,12.5
O.J. Mayo,MIL,2016,2.9,7.8,.371,1.3,4.0,.321,1.6,3.9,.421,0.8,1.0,.775,0.3,2.2,2.9,1.2,0.2,1.8,3.1,7.8
Luc Mbah a Moute,LAC,2016,1.3,2.8,.454,0.2,0.5,.325,1.1,2.2,.485,0.4,0.8,.526,0.8,1.5,0.4,0.6,0.3,0.5,1.3,3.1
James Michael McAdoo,GSW,2016,1.1,2.0,.536,0.0,0.0,.500,1.1,2.0,.537,0.6,1.2,.531,0.7,0.7,0.4,0.2,0.2,0.4,1.0,2.9
Ray McCallum,TOT,2016,1.3,3.6,.377,0.4,1.0,.357,1.0,2.5,.385,0.3,0.4,.800,0.2,1.0,1.5,0.3,0.2,0.6,0.7,3.3
CJ McCollum,POR,2016,8.0,17.9,.448,2.5,5.9,.417,5.6,12.0,.463,2.3,2.8,.827,0.6,2.7,4.3,1.2,0.3,2.5,2.3,20.8
T.J. McConnell,PHI,2016,2.7,5.7,.470,0.4,1.1,.348,2.3,4.6,.499,0.3,0.5,.634,0.5,2.6,4.5,1.2,0.1,1.7,1.4,6.1
Chris McCullough,BRK,2016,1.8,4.5,.404,0.5,1.4,.382,1.3,3.1,.413,0.5,1.0,.478,1.0,1.8,0.4,1.2,0.5,0.6,1.6,4.7
K.J. McDaniels,HOU,2016,0.8,1.9,.403,0.2,0.7,.280,0.6,1.3,.468,0.6,0.8,.800,0.4,0.7,0.3,0.2,0.2,0.5,0.8,2.4
Doug McDermott,CHI,2016,3.6,8.0,.452,1.4,3.2,.425,2.2,4.8,.470,0.9,1.0,.857,0.5,2.0,0.7,0.2,0.1,0.7,1.6,9.4
Mitch McGary,OKC,2016,0.6,1.2,.478,0.0,0.2,.000,0.6,1.0,.579,0.2,0.5,.400,0.2,0.7,0.2,0.1,0.1,0.4,0.5,1.3
JaVale McGee,DAL,2016,2.3,3.9,.575,0.0,0.0,.000,2.3,3.9,.579,0.5,1.1,.500,1.6,2.4,0.1,0.1,0.8,0.6,1.4,5.1
Ben McLemore,SAC,2016,2.9,6.7,.429,1.0,2.7,.362,1.9,4.0,.474,1.1,1.5,.718,0.5,1.7,1.2,0.8,0.1,1.5,2.1,7.8
Jordan McRae,TOT,2016,1.5,3.5,.436,0.5,1.0,.455,1.1,2.5,.429,1.0,1.3,.750,0.2,0.7,1.1,0.1,0.0,0.7,0.8,4.5
Josh McRoberts,MIA,2016,1.3,3.5,.372,0.3,1.2,.245,1.0,2.4,.434,0.7,1.0,.700,0.5,2.0,1.9,0.4,0.2,0.7,1.6,3.6
Jodie Meeks,DET,2016,2.3,6.7,.350,1.3,3.0,.444,1.0,3.7,.273,1.3,1.3,1.000,0.3,1.3,1.0,0.0,0.0,0.3,0.7,7.3
Salah Mejri,DAL,2016,1.4,2.3,.628,0.0,0.0,.000,1.4,2.3,.636,0.8,1.4,.587,1.2,2.4,0.3,0.2,1.1,0.7,1.6,3.7
Jordan Mickey,BOS,2016,0.5,1.4,.364,0.0,0.0,,0.5,1.4,.364,0.3,0.6,.500,0.4,0.4,0.1,0.0,0.7,0.1,0.3,1.3
Khris Middleton,MIL,2016,6.4,14.5,.444,1.8,4.6,.396,4.6,9.9,.466,3.5,3.9,.888,0.6,3.3,4.2,1.7,0.2,2.3,2.6,18.2
C.J. Miles,IND,2016,4.0,9.9,.409,2.2,6.0,.367,1.8,3.9,.474,1.5,1.9,.750,0.4,2.3,1.0,0.8,0.5,1.1,2.2,11.8
Andre Miller,TOT,2016,1.5,2.7,.557,0.1,0.2,.250,1.5,2.5,.582,0.6,0.8,.750,0.3,1.0,2.2,0.4,0.0,0.9,1.2,3.7
Mike Miller,DEN,2016,0.5,1.3,.355,0.4,1.1,.365,0.1,0.2,.300,0.0,0.0,,0.1,1.0,0.9,0.3,0.1,0.4,1.1,1.3
Patty Mills,SAS,2016,3.2,7.6,.425,1.5,4.0,.384,1.7,3.6,.469,0.6,0.7,.810,0.3,1.6,2.8,0.7,0.1,0.9,1.3,8.5
Elijah Millsap,UTA,2016,0.6,2.0,.282,0.1,0.6,.083,0.5,1.4,.370,0.7,0.9,.722,0.3,1.5,1.0,0.4,0.2,0.5,1.7,1.8
Paul Millsap,ATL,2016,6.2,13.2,.470,0.9,2.9,.319,5.3,10.3,.512,3.8,5.0,.757,2.4,6.6,3.3,1.8,1.7,2.4,2.9,17.1
Nikola Miroti\xc4\x87,CHI,2016,3.8,9.2,.407,2.0,5.2,.390,1.7,4.0,.430,2.2,2.7,.807,0.9,4.6,1.5,0.9,0.7,1.5,2.3,11.8
Nazr Mohammed,OKC,2016,0.6,1.0,.600,0.0,0.0,,0.6,1.0,.600,0.4,0.4,1.000,0.2,0.6,0.0,0.0,0.0,0.6,0.8,1.6
Greg Monroe,MIL,2016,6.2,11.9,.522,0.0,0.0,.000,6.2,11.9,.522,2.9,3.9,.740,2.8,6.1,2.3,0.9,0.8,1.6,2.1,15.3
Luis Montero,POR,2016,0.4,1.6,.263,0.1,0.8,.111,0.3,0.8,.400,0.3,0.3,.750,0.0,0.3,0.1,0.0,0.0,0.3,0.1,1.2
E\'Twaun Moore,CHI,2016,3.2,6.6,.481,0.8,1.8,.452,2.4,4.8,.491,0.4,0.6,.629,0.3,1.9,1.7,0.6,0.3,0.9,1.7,7.5
Eric Moreland,SAC,2016,0.4,0.8,.500,0.0,0.0,,0.4,0.8,.500,0.3,0.5,.500,0.4,1.0,0.1,0.0,0.5,0.4,0.5,1.0
Marcus Morris,DET,2016,5.1,11.8,.434,1.4,3.7,.362,3.8,8.1,.467,2.5,3.4,.749,1.1,3.9,2.5,0.8,0.3,1.8,2.1,14.1
Markieff Morris,TOT,2016,4.8,11.2,.425,0.7,2.4,.303,4.0,8.8,.458,1.7,2.3,.735,1.1,4.4,1.9,0.9,0.5,2.1,2.9,12.0
Anthony Morrow,OKC,2016,2.0,4.9,.408,1.2,3.0,.387,0.8,1.9,.442,0.4,0.6,.744,0.1,0.8,0.4,0.3,0.1,0.3,0.9,5.6
Donatas Motiej\xc5\xabnas,HOU,2016,2.4,5.5,.439,0.4,1.5,.281,2.0,4.0,.500,0.9,1.4,.642,1.0,1.9,1.1,0.5,0.1,1.2,1.9,6.2
Timofey Mozgov,CLE,2016,2.7,4.7,.565,0.0,0.1,.143,2.7,4.6,.574,0.9,1.3,.716,1.4,3.0,0.4,0.3,0.8,0.9,2.1,6.3
Emmanuel Mudiay,DEN,2016,4.8,13.3,.364,1.1,3.4,.319,3.8,9.9,.379,2.1,3.1,.670,0.5,2.9,5.5,1.0,0.5,3.2,2.1,12.8
Shabazz Muhammad,MIN,2016,3.9,8.3,.465,0.5,1.9,.289,3.3,6.5,.516,2.3,3.0,.764,1.2,2.0,0.6,0.3,0.1,0.9,1.1,10.5
Xavier Munford,MEM,2016,2.3,5.5,.416,0.6,1.6,.391,1.6,3.9,.426,0.5,1.0,.500,0.2,2.0,1.6,0.9,0.2,1.1,1.8,5.7
Mike Muscala,ATL,2016,1.3,2.5,.500,0.2,0.7,.308,1.1,1.9,.566,0.5,0.7,.795,0.6,1.3,0.6,0.2,0.5,0.5,1.2,3.3
Larry Nance Jr.,LAL,2016,2.5,4.8,.527,0.0,0.2,.100,2.5,4.6,.541,0.5,0.7,.681,1.6,3.3,0.7,0.9,0.4,0.7,2.0,5.5
Shabazz Napier,ORL,2016,1.2,3.7,.338,0.6,1.9,.327,0.6,1.8,.351,0.6,0.8,.733,0.2,0.8,1.8,0.4,0.0,0.8,0.7,3.7
Gary Neal,WAS,2016,3.8,8.1,.465,1.0,2.5,.410,2.8,5.6,.489,1.2,1.4,.855,0.3,1.8,1.2,0.5,0.0,0.7,1.4,9.8
Jameer Nelson,DEN,2016,2.9,7.9,.368,1.1,3.7,.299,1.8,4.2,.429,0.8,0.9,.857,0.5,2.5,4.9,0.6,0.1,1.7,2.6,7.7
Raul Neto,UTA,2016,2.2,5.2,.431,0.8,2.0,.395,1.4,3.2,.453,0.6,0.9,.743,0.2,1.3,2.1,0.8,0.0,1.3,1.5,5.9
Andrew Nicholson,ORL,2016,2.6,5.5,.471,0.7,2.0,.360,1.9,3.5,.536,0.9,1.2,.785,0.6,3.0,0.4,0.2,0.4,0.7,1.2,6.9
Joakim Noah,CHI,2016,1.8,4.6,.383,0.0,0.0,.000,1.8,4.6,.386,0.8,1.6,.489,3.0,5.8,3.8,0.6,1.0,1.8,2.7,4.3
Nerlens Noel,PHI,2016,4.6,8.8,.521,0.0,0.0,.500,4.6,8.7,.521,2.0,3.4,.590,2.3,5.8,1.8,1.8,1.5,2.4,2.9,11.1
Lucas Nogueira,TOR,2016,1.0,1.5,.636,0.0,0.1,.333,0.9,1.4,.659,0.3,0.5,.533,0.6,1.0,0.2,0.4,0.4,0.4,1.0,2.2
Steve Novak,TOT,2016,0.8,1.8,.444,0.7,1.5,.467,0.1,0.3,.333,0.1,0.1,1.000,0.0,0.5,0.0,0.0,0.0,0.1,0.3,2.4
Dirk Nowitzki,DAL,2016,6.6,14.8,.448,1.7,4.6,.368,5.0,10.3,.483,3.3,3.7,.893,0.7,5.8,1.8,0.7,0.7,1.1,2.1,18.3
Jusuf Nurki\xc4\x87,DEN,2016,3.2,7.6,.417,0.0,0.1,.000,3.2,7.5,.423,1.9,3.1,.616,2.0,3.4,1.3,0.8,1.4,1.7,2.8,8.2
J.J. O\'Brien,UTA,2016,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.0,0.0,,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0
Johnny O\'Bryant,MIL,2016,1.3,3.2,.411,0.0,0.0,1.000,1.3,3.2,.409,0.4,0.6,.675,1.0,1.7,0.5,0.3,0.1,0.5,1.5,3.0
Kyle O\'Quinn,NYK,2016,2.0,4.2,.476,0.1,0.3,.227,1.9,3.8,.498,0.7,0.9,.767,1.2,2.7,1.1,0.3,0.8,0.9,1.6,4.8
Jahlil Okafor,PHI,2016,7.5,14.7,.508,0.0,0.1,.167,7.5,14.6,.511,2.5,3.7,.686,2.3,4.7,1.2,0.4,1.2,2.3,2.6,17.5
Victor Oladipo,ORL,2016,5.9,13.5,.438,1.4,3.9,.348,4.5,9.6,.475,2.8,3.4,.830,0.7,4.1,3.9,1.6,0.8,2.1,2.4,16.0
Kelly Olynyk,BOS,2016,3.7,8.1,.455,1.2,3.0,.405,2.4,5.0,.486,1.4,1.9,.750,1.0,3.0,1.5,0.8,0.5,1.1,2.4,10.0
Kelly Oubre Jr.,WAS,2016,1.4,3.3,.427,0.4,1.3,.316,1.0,2.1,.492,0.5,0.8,.633,0.4,1.7,0.2,0.3,0.1,0.5,1.6,3.7
Zaza Pachulia,DAL,2016,2.9,6.2,.466,0.0,0.0,.000,2.9,6.1,.469,2.8,3.6,.768,3.3,6.2,1.7,0.8,0.3,1.6,2.4,8.6
Kostas Papanikolaou,DEN,2016,0.9,2.5,.364,0.4,1.2,.313,0.5,1.3,.412,0.3,0.5,.643,0.3,1.2,0.6,0.5,0.2,0.8,0.9,2.6
